zone_phase,zone_index,alive_players,teammates_alive,height_status,position_type,storm_edge_dist,mats_total,surge_above,outcome_placement,outcome_alive_time,best_call
mid,10,3,1,low,center,296,171,0,75,158,drop_low
early,5,3,1,low,center,16,222,0,60,153,play_frontside
late,15,2,0,mid,edge,322,54,0,28,35,drop_low
mid,7,2,2,high,center,301,176,0,86,107,take_height
early,4,3,1,low,center,476,108,0,27,338,play_frontside
mid,7,4,2,low,edge,351,151,0,81,414,drop_low
mid,9,3,1,high,corner,289,295,1,8,270,take_height
late,15,3,2,low,corner,33,112,0,72,546,look_for_refresh
mid,6,4,3,low,center,321,338,0,23,519,drop_low
late,15,1,0,mid,corner,222,124,0,32,424,stick_deadside
early,3,3,2,high,edge,198,103,0,15,188,take_height
mid,6,3,2,mid,edge,86,183,0,91,501,look_for_refresh
mid,9,4,2,high,corner,133,280,1,68,269,take_height
early,3,4,2,mid,corner,463,258,0,40,260,play_frontside
mid,9,3,2,low,corner,293,278,1,96,48,drop_low
late,15,2,1,high,corner,169,151,1,57,108,take_height
early,1,4,2,mid,corner,342,175,0,47,141,play_frontside
mid,8,2,0,low,center,491,143,0,10,349,drop_low
early,5,4,3,mid,edge,233,154,0,56,545,play_frontside
early,4,3,3,low,edge,255,156,0,92,535,play_frontside
early,4,5,4,low,corner,87,122,1,52,579,play_frontside
late,13,2,0,low,center,105,303,0,96,439,drop_low
late,11,3,3,mid,center,54,330,0,96,515,stabilize_box
late,13,1,0,high,edge,78,183,1,63,124,drop_low
mid,7,2,0,mid,edge,108,54,0,51,312,drop_low
early,5,4,2,high,edge,385,52,1,79,196,take_height
mid,8,1,0,low,center,77,274,0,70,545,look_for_refresh
mid,8,4,3,low,center,87,341,0,9,32,look_for_refresh
late,11,2,1,low,corner,155,131,0,94,585,drop_low
early,3,5,5,low,center,84,193,0,41,509,play_frontside
mid,7,2,0,low,corner,348,126,0,40,277,drop_low
early,2,2,0,high,center,11,340,0,16,259,drop_low
mid,6,1,1,high,center,491,209,1,25,231,drop_low
mid,10,3,2,high,corner,396,159,0,10,195,take_height
mid,10,2,0,low,corner,166,244,0,30,293,drop_low
mid,10,2,2,high,corner,96,277,1,9,236,take_height
mid,7,4,2,low,corner,259,252,1,40,545,drop_low
mid,8,2,1,low,corner,57,216,0,57,182,look_for_refresh
late,14,3,2,high,corner,263,70,1,46,9,take_height
late,13,1,1,mid,corner,74,214,1,7,204,stick_deadside
late,15,3,3,low,corner,51,179,0,43,528,look_for_refresh
late,13,2,0,mid,edge,143,124,0,48,585,drop_low
mid,9,2,1,low,corner,324,101,0,76,246,drop_low
mid,9,4,3,mid,corner,90,54,0,57,509,look_for_refresh
mid,10,4,4,mid,center,28,230,0,17,185,stabilize_box
mid,7,2,2,high,edge,373,65,0,25,569,take_height
late,15,1,0,low,center,189,337,0,7,363,drop_low
early,1,3,2,mid,corner,326,150,0,55,86,play_frontside
late,12,3,1,mid,center,129,344,0,19,17,stabilize_box
mid,8,4,2,mid,edge,395,41,1,81,195,drop_low
mid,7,1,1,low,edge,344,125,1,32,5,drop_low
mid,8,3,2,mid,center,416,282,0,87,406,stabilize_box
late,15,1,1,high,edge,28,159,1,32,175,drop_low
mid,9,4,2,high,edge,362,168,0,26,132,take_height
mid,6,4,2,high,center,79,307,1,72,110,take_height
early,3,2,1,high,center,443,171,0,22,578,take_height
mid,9,4,3,mid,center,198,246,0,55,453,stabilize_box
early,3,2,1,high,edge,412,115,0,57,228,take_height
mid,7,4,3,low,corner,103,195,0,8,548,drop_low
mid,6,1,1,mid,edge,159,59,1,46,491,drop_low
mid,7,1,1,low,corner,396,143,0,5,268,stick_deadside
early,1,4,4,mid,center,133,196,0,12,514,play_frontside
early,5,2,2,low,edge,142,49,0,27,590,drop_low
mid,7,1,0,high,corner,231,267,1,84,341,stick_deadside
early,1,3,3,low,center,76,215,0,11,305,play_frontside
early,5,3,3,low,corner,453,194,1,36,368,play_frontside
early,4,5,4,mid,center,304,354,0,52,469,play_frontside
late,15,3,1,low,corner,240,171,0,2,572,drop_low
mid,6,2,2,low,center,165,301,0,74,225,drop_low
mid,8,2,0,low,center,394,135,0,71,185,drop_low
mid,9,1,0,mid,edge,159,156,0,12,409,drop_low
mid,10,3,1,mid,edge,118,147,0,55,422,drop_low
late,11,3,1,high,corner,438,192,0,80,300,take_height
mid,6,2,1,mid,edge,316,168,0,31,550,drop_low
early,4,4,3,mid,corner,112,69,1,91,256,play_frontside
early,4,4,2,low,corner,90,142,0,32,234,play_frontside
early,2,2,0,low,corner,115,266,0,64,243,drop_low
mid,10,1,0,high,edge,316,141,1,91,465,drop_low
late,15,1,0,low,edge,37,30,0,59,388,look_for_refresh
mid,10,1,0,low,corner,259,201,0,25,350,stick_deadside
early,5,3,1,high,corner,295,275,1,69,212,take_height
early,4,5,3,mid,corner,497,92,0,68,291,play_frontside
late,11,2,0,low,center,17,390,1,44,573,look_for_refresh
mid,6,2,0,low,center,484,379,0,43,510,drop_low
late,14,1,0,high,corner,263,115,0,15,507,stick_deadside
mid,10,4,4,high,edge,50,181,1,13,334,take_height
mid,6,1,1,mid,corner,162,65,0,97,425,stick_deadside
early,3,5,4,mid,edge,68,53,0,69,138,play_frontside
early,3,5,4,mid,center,214,324,0,70,118,play_frontside
mid,6,2,2,high,center,299,384,0,45,180,take_height
late,13,1,1,high,edge,176,198,0,25,222,drop_low
mid,9,1,1,low,edge,336,124,0,25,370,drop_low
mid,7,3,1,high,corner,381,299,0,10,160,take_height
early,3,5,5,low,corner,223,255,0,62,204,play_frontside
late,13,3,3,low,edge,234,195,0,12,557,drop_low
late,11,2,0,mid,corner,439,232,0,67,528,stabilize_box
mid,8,2,0,mid,corner,303,135,1,29,112,drop_low
late,12,3,2,high,center,488,150,1,93,215,take_height
mid,8,2,0,low,edge,118,181,0,43,426,drop_low
mid,7,1,1,mid,edge,426,61,0,88,533,drop_low
mid,10,1,0,high,edge,382,188,0,88,46,drop_low
late,13,1,0,high,center,253,188,0,89,57,drop_low
mid,9,2,2,low,corner,287,158,0,37,486,drop_low
early,5,4,3,mid,center,420,318,1,69,564,play_frontside
mid,9,4,3,mid,edge,200,60,0,11,415,drop_low
late,14,1,0,low,corner,164,58,0,40,431,stick_deadside
early,4,5,3,high,corner,30,298,1,63,131,take_height
mid,9,2,0,high,corner,446,144,1,22,565,drop_low
mid,9,4,3,low,center,172,357,0,15,595,drop_low
mid,9,2,1,low,edge,259,93,0,9,18,drop_low
mid,9,4,3,low,center,56,231,1,70,412,look_for_refresh
late,12,2,1,high,edge,59,28,1,64,143,take_height
early,4,4,2,low,corner,384,250,0,90,306,play_frontside
early,2,5,3,mid,edge,147,167,0,6,417,play_frontside
early,2,2,1,mid,edge,120,20,0,96,540,drop_low
late,13,2,0,mid,corner,293,55,1,43,113,drop_low
mid,6,3,3,low,edge,241,112,0,20,376,drop_low
mid,10,2,0,low,corner,302,283,0,99,488,drop_low
late,11,3,2,high,edge,178,36,1,43,94,take_height
late,13,2,0,high,edge,490,108,1,62,1,drop_low
late,11,2,2,high,edge,198,39,1,67,455,take_height
late,13,1,1,low,center,60,168,0,82,462,look_for_refresh
mid,9,4,2,low,corner,17,110,0,99,149,look_for_refresh
late,13,2,2,mid,center,238,155,0,52,568,drop_low
mid,7,2,2,low,center,379,100,0,74,582,drop_low
late,15,1,0,high,edge,451,194,0,100,78,drop_low
mid,9,2,0,mid,edge,242,69,1,94,79,drop_low
late,11,3,1,low,edge,454,113,0,26,248,drop_low
mid,7,1,0,high,corner,426,73,1,94,10,stick_deadside
early,2,3,2,high,edge,28,154,1,31,221,take_height
mid,6,2,2,low,edge,39,74,0,55,127,look_for_refresh
late,11,3,3,mid,edge,471,70,1,68,41,drop_low
late,15,2,0,low,corner,151,206,0,57,414,drop_low
early,4,3,3,mid,corner,301,292,0,24,178,play_frontside
early,3,2,0,low,corner,400,157,0,65,82,drop_low
early,4,5,4,mid,center,125,246,1,26,386,play_frontside
mid,6,3,1,high,center,116,298,1,49,517,take_height
late,11,3,3,mid,edge,43,96,1,93,333,look_for_refresh
early,5,5,3,low,center,187,283,0,38,296,play_frontside
mid,10,2,0,mid,corner,41,156,1,36,441,look_for_refresh
late,12,2,0,low,center,307,308,1,54,495,drop_low
mid,7,1,1,high,edge,170,20,0,9,529,drop_low
mid,6,4,2,mid,edge,384,130,0,42,587,drop_low
mid,7,2,0,low,edge,279,45,0,96,121,drop_low
mid,9,1,1,low,center,482,354,1,82,551,drop_low
mid,6,1,0,high,center,421,138,0,24,195,drop_low
mid,8,1,0,low,edge,499,32,0,40,498,drop_low
mid,8,2,2,high,center,123,122,1,82,153,take_height
late,15,2,1,low,corner,432,275,0,8,344,drop_low
mid,9,1,0,low,corner,103,134,0,54,116,stick_deadside
late,11,1,1,mid,corner,40,209,0,11,41,stick_deadside
early,3,3,1,high,edge,161,60,0,99,104,take_height
mid,8,4,2,high,corner,252,85,0,88,248,take_height
early,5,2,2,low,corner,397,138,0,77,364,drop_low
early,5,4,2,mid,corner,471,148,1,95,266,play_frontside
mid,7,3,3,low,center,274,290,0,56,386,drop_low
late,15,2,0,mid,center,365,301,0,94,149,stabilize_box
early,4,5,4,mid,center,335,349,1,29,203,play_frontside
mid,10,1,0,high,corner,33,66,0,42,374,stick_deadside
late,12,2,0,high,corner,227,257,0,6,25,drop_low
early,2,3,3,mid,center,363,136,0,3,453,play_frontside
mid,9,1,0,mid,corner,74,235,0,92,457,stick_deadside
mid,7,3,1,high,corner,224,221,0,74,11,take_height
mid,10,4,2,high,corner,410,245,0,98,261,take_height
early,4,3,2,low,edge,109,123,0,65,518,play_frontside
mid,6,3,2,low,center,430,170,1,12,225,drop_low
late,12,3,2,mid,corner,315,143,0,36,272,drop_low
mid,7,3,2,low,corner,259,100,0,56,46,drop_low
early,3,4,3,low,edge,438,44,0,52,408,play_frontside
late,14,1,0,low,center,285,124,0,32,14,drop_low
early,2,3,2,mid,center,324,397,0,56,536,play_frontside
mid,8,3,2,low,edge,324,67,1,11,365,drop_low
early,5,3,1,low,edge,99,195,0,1,254,play_frontside
late,15,1,1,low,edge,404,72,0,6,407,drop_low
mid,7,3,1,high,center,448,150,0,91,489,take_height
mid,7,3,3,high,center,349,319,1,79,112,take_height
early,4,3,2,mid,corner,260,189,0,74,201,play_frontside
mid,8,1,1,mid,edge,74,78,0,24,302,look_for_refresh
late,11,1,0,high,center,245,263,1,72,105,drop_low
late,12,1,1,low,corner,86,232,0,81,228,stick_deadside
mid,6,2,2,low,edge,67,76,0,24,425,look_for_refresh
mid,7,1,1,low,edge,109,129,0,77,488,drop_low
mid,7,4,3,low,edge,388,125,0,9,453,drop_low
late,11,3,1,mid,edge,309,43,0,59,187,drop_low
mid,7,1,1,high,edge,495,196,0,70,553,drop_low
mid,7,1,0,mid,corner,470,65,0,93,323,stick_deadside
mid,10,3,1,mid,edge,407,98,0,23,339,drop_low
mid,10,4,2,high,edge,469,103,1,86,83,take_height
early,2,3,1,low,corner,254,259,0,85,342,play_frontside
mid,8,1,0,low,corner,390,71,0,17,147,stick_deadside
mid,9,1,0,mid,edge,61,67,0,98,335,look_for_refresh
late,12,1,0,mid,corner,171,221,1,90,223,stick_deadside
early,4,2,2,low,edge,200,65,0,25,376,drop_low
mid,7,3,1,mid,corner,131,92,1,38,248,drop_low
mid,6,1,0,mid,corner,420,128,1,3,464,stick_deadside
mid,7,1,0,mid,center,277,107,0,67,424,drop_low
early,5,2,2,mid,corner,303,70,1,14,268,drop_low
mid,7,4,4,low,center,255,120,0,10,582,drop_low
mid,8,3,2,low,center,493,315,0,66,398,drop_low
mid,8,4,3,mid,corner,193,98,0,71,261,drop_low
mid,9,3,3,low,corner,458,281,0,14,420,drop_low
mid,10,4,4,high,center,355,250,1,81,443,take_height
late,13,3,1,mid,corner,177,174,0,10,441,drop_low
mid,9,1,0,low,edge,113,32,1,99,480,drop_low
late,12,3,3,high,center,414,321,0,49,590,take_height
mid,10,3,3,mid,corner,425,183,0,91,447,drop_low
early,1,4,3,low,center,98,255,0,62,308,play_frontside
early,1,5,4,high,corner,21,153,1,48,144,take_height
mid,9,2,2,high,corner,98,158,1,3,547,take_height
late,12,2,1,mid,corner,163,224,0,47,330,stabilize_box
mid,6,4,4,low,edge,45,44,0,60,161,look_for_refresh
late,14,1,1,mid,edge,25,196,0,25,307,look_for_refresh
mid,8,1,0,high,edge,215,123,1,7,317,drop_low
mid,9,4,2,low,corner,171,170,1,77,591,drop_low
early,2,3,2,low,corner,378,160,0,39,127,play_frontside
mid,10,4,3,high,center,417,385,1,43,456,take_height
mid,6,4,4,low,edge,209,103,0,46,4,drop_low
early,4,2,0,high,edge,484,171,1,89,492,drop_low
early,2,2,1,mid,corner,432,124,1,43,386,drop_low
mid,6,2,2,mid,corner,457,111,0,29,505,drop_low
mid,9,4,2,low,center,214,345,0,83,186,drop_low
late,13,1,1,high,edge,166,71,1,86,62,drop_low
late,12,2,0,mid,edge,424,183,1,66,281,drop_low
mid,8,1,1,mid,center,328,110,0,86,281,drop_low
mid,7,2,0,mid,edge,308,52,0,99,362,drop_low
mid,6,3,3,mid,center,28,249,1,98,183,stabilize_box
late,13,3,3,high,edge,147,57,0,69,131,take_height
early,3,5,4,mid,edge,65,191,1,27,186,play_frontside
mid,7,3,1,mid,edge,197,24,0,82,395,drop_low
late,15,1,0,high,corner,52,117,1,3,43,stick_deadside
mid,6,2,1,mid,corner,313,272,1,56,4,stabilize_box
mid,10,2,1,low,center,305,392,0,64,325,drop_low
mid,6,2,2,low,center,299,169,0,21,198,drop_low
early,1,5,3,high,edge,375,188,1,24,359,take_height
mid,10,4,4,mid,corner,122,101,0,90,6,drop_low
mid,6,3,3,mid,corner,378,212,0,20,164,stabilize_box
early,3,5,5,mid,edge,138,73,0,52,570,play_frontside
early,5,3,2,low,corner,284,217,0,13,599,play_frontside
late,12,2,0,mid,corner,266,86,0,70,379,drop_low
mid,7,2,1,low,center,385,343,0,90,179,drop_low
mid,7,3,2,mid,center,97,325,0,43,590,stabilize_box
mid,6,4,2,mid,corner,418,150,0,94,47,drop_low
late,11,2,0,mid,edge,461,37,0,78,437,drop_low
mid,10,3,2,mid,center,225,202,0,37,387,stabilize_box
mid,8,4,3,high,edge,368,29,1,30,53,take_height
late,11,1,0,high,center,349,308,1,15,287,drop_low
late,15,2,0,low,corner,490,139,0,83,383,drop_low
early,4,5,3,low,corner,293,182,0,75,579,play_frontside
late,14,2,2,mid,corner,116,182,1,84,337,drop_low
mid,6,3,1,high,center,310,165,1,25,183,take_height
mid,10,4,3,high,corner,492,151,0,38,231,take_height
early,5,4,2,high,center,33,355,0,43,450,take_height
early,3,5,3,low,center,241,134,0,30,389,play_frontside
mid,7,1,0,mid,corner,53,54,0,40,393,stick_deadside
mid,8,2,1,mid,corner,395,110,0,59,285,drop_low
mid,8,3,3,low,edge,416,22,0,23,163,drop_low
mid,10,4,4,low,edge,490,123,0,44,104,drop_low
late,14,1,0,high,corner,87,146,0,81,163,stick_deadside
early,1,5,4,low,corner,327,198,0,1,306,play_frontside
mid,10,1,1,low,edge,152,190,0,78,271,drop_low
early,3,5,4,low,corner,425,70,0,82,541,play_frontside
late,13,3,1,high,edge,224,107,1,41,409,take_height
mid,8,1,0,mid,corner,13,128,0,62,75,stick_deadside
late,14,3,3,mid,edge,221,25,0,60,485,drop_low
early,3,2,0,high,corner,391,108,1,80,313,drop_low
early,5,3,3,low,edge,296,65,1,10,112,play_frontside
mid,6,3,2,mid,corner,324,51,0,73,248,drop_low
mid,6,2,2,low,center,208,275,0,78,491,drop_low
early,2,5,5,low,corner,10,107,0,66,570,play_frontside
late,12,3,1,high,corner,334,269,1,57,480,take_height
early,3,3,3,high,edge,23,181,0,42,325,take_height
mid,7,4,4,mid,center,231,288,0,54,362,stabilize_box
late,14,1,1,mid,edge,495,66,0,85,485,drop_low
mid,9,1,0,mid,center,288,370,1,42,421,stabilize_box
late,12,3,1,low,edge,464,35,0,66,409,drop_low
early,1,5,3,low,center,117,368,0,70,408,play_frontside
mid,6,2,2,low,edge,496,196,1,11,130,drop_low
early,4,4,4,low,edge,379,84,0,67,125,play_frontside
early,3,5,4,high,corner,127,260,0,11,284,take_height
late,12,2,0,low,edge,409,71,1,4,188,drop_low
early,1,3,1,low,edge,402,92,0,79,438,play_frontside
mid,10,1,1,mid,corner,496,161,1,90,44,stick_deadside
mid,10,2,1,high,center,128,209,1,100,522,take_height
mid,6,4,3,low,corner,247,224,0,79,5,drop_low
late,13,1,1,low,edge,363,57,0,49,376,drop_low
early,3,2,2,mid,corner,263,234,1,22,175,stabilize_box
mid,8,3,3,mid,corner,424,63,0,37,159,drop_low
late,15,3,3,mid,center,454,198,0,10,244,drop_low
mid,6,2,2,high,center,54,218,0,20,29,take_height
late,12,1,0,high,edge,135,45,1,96,387,drop_low
early,1,3,2,high,edge,144,160,1,73,154,take_height
mid,10,4,4,mid,center,322,308,0,50,2,stabilize_box
mid,8,3,3,mid,corner,73,209,0,31,335,stabilize_box
mid,8,4,2,low,edge,267,46,0,44,461,drop_low
late,15,3,2,high,center,15,193,0,31,56,take_height
mid,8,1,0,mid,center,373,332,0,92,398,stabilize_box
mid,7,1,1,low,corner,326,133,0,75,332,stick_deadside
early,3,3,2,mid,center,427,239,1,100,527,play_frontside
mid,10,2,1,low,corner,26,109,0,41,597,look_for_refresh
mid,6,4,3,mid,edge,291,22,0,4,374,drop_low
late,11,3,1,mid,center,341,197,0,14,45,drop_low
mid,9,4,3,mid,edge,413,45,0,46,532,drop_low
mid,6,2,2,high,center,50,388,0,54,124,take_height
early,1,3,2,low,corner,451,96,0,93,230,play_frontside
early,4,5,4,mid,edge,375,46,0,92,335,play_frontside
early,4,5,3,mid,center,364,302,0,89,573,play_frontside
mid,9,2,1,mid,corner,364,207,0,87,121,stabilize_box
late,14,3,1,high,center,319,236,1,33,256,take_height
mid,10,2,0,mid,center,422,362,1,30,482,stabilize_box
mid,8,2,0,mid,edge,313,42,0,9,517,drop_low
early,1,3,2,low,center,495,229,0,38,314,play_frontside
late,15,2,2,high,edge,360,31,1,89,337,take_height
mid,10,3,3,mid,corner,241,144,0,82,77,drop_low
early,5,3,2,mid,center,470,215,0,43,100,play_frontside
mid,7,2,0,low,edge,99,37,0,7,296,look_for_refresh
mid,8,3,3,low,edge,159,77,0,88,258,drop_low
early,1,3,2,mid,corner,81,238,0,40,437,play_frontside
mid,8,4,4,high,corner,369,154,1,85,523,take_height
mid,10,1,0,mid,corner,464,175,0,62,540,stick_deadside
early,4,5,3,high,center,398,113,1,55,119,take_height
late,15,2,2,mid,edge,317,83,0,35,395,drop_low
late,13,3,2,mid,edge,266,106,0,43,497,drop_low
mid,7,4,3,low,center,54,324,0,11,249,look_for_refresh
mid,6,1,1,high,edge,383,190,1,2,7,drop_low
mid,8,4,3,low,center,49,322,0,79,413,look_for_refresh
mid,10,1,1,high,corner,201,82,1,79,436,stick_deadside
mid,10,1,0,high,center,20,339,1,5,519,drop_low
early,3,4,4,high,edge,391,57,1,40,452,take_height
mid,6,1,0,mid,edge,445,124,0,80,567,drop_low
late,11,3,3,mid,center,361,192,0,46,20,drop_low
mid,8,2,1,high,center,144,354,0,21,3,take_height
early,4,3,1,low,edge,188,101,0,9,413,play_frontside
late,11,1,0,mid,center,230,351,1,71,20,stabilize_box
early,5,4,4,low,corner,231,168,0,27,445,play_frontside
mid,7,2,2,mid,edge,414,87,1,17,227,drop_low
early,5,4,4,low,edge,48,90,0,66,346,play_frontside
mid,8,1,0,low,corner,53,291,0,26,340,stick_deadside
late,12,3,1,mid,center,322,372,0,72,51,stabilize_box
mid,6,4,4,mid,center,306,267,1,45,373,stabilize_box
early,2,3,2,mid,corner,304,69,0,55,353,play_frontside
late,12,3,1,low,edge,157,186,0,40,30,drop_low
late,15,1,1,mid,center,31,137,1,16,478,look_for_refresh
late,13,1,0,low,edge,166,116,0,84,244,drop_low
early,4,4,4,mid,corner,311,220,0,96,557,play_frontside
mid,8,4,2,mid,center,461,333,0,32,408,stabilize_box
late,15,3,1,mid,corner,12,149,0,35,415,look_for_refresh
late,12,2,2,mid,edge,210,181,1,64,23,drop_low
early,3,5,4,low,center,398,375,0,64,53,play_frontside
early,3,2,0,high,center,321,291,1,15,42,drop_low
mid,9,3,3,mid,corner,332,76,0,42,162,drop_low
late,14,3,3,mid,corner,354,94,0,50,154,drop_low
mid,7,2,1,mid,corner,425,214,0,32,327,stabilize_box
mid,6,1,0,low,corner,106,62,0,30,409,stick_deadside
early,3,4,2,mid,center,475,133,1,83,515,play_frontside
mid,8,1,0,mid,center,118,303,0,24,373,stabilize_box
late,13,3,2,low,center,237,185,0,66,555,drop_low
mid,10,3,1,low,center,251,253,1,21,466,drop_low
late,15,3,3,low,corner,306,146,0,42,566,drop_low
late,13,1,0,high,corner,38,136,1,80,494,stick_deadside
early,2,2,0,mid,corner,368,108,0,100,525,drop_low
mid,9,1,0,low,edge,376,110,0,58,450,drop_low
mid,9,1,0,mid,center,118,243,1,2,56,stabilize_box
late,13,3,3,mid,corner,459,226,0,16,104,stabilize_box
mid,8,4,3,high,corner,20,79,0,93,175,take_height
mid,10,4,4,low,edge,452,161,0,7,322,drop_low
late,13,1,1,low,edge,104,125,0,55,68,drop_low
mid,8,3,3,high,center,141,254,1,15,525,take_height
late,11,3,1,low,center,102,291,0,23,492,drop_low
mid,9,4,3,low,corner,63,58,0,69,332,look_for_refresh
early,2,3,2,high,edge,251,100,0,1,299,take_height
mid,6,3,3,mid,edge,386,186,0,69,43,drop_low
late,15,1,0,low,corner,204,161,0,13,199,stick_deadside
mid,9,3,3,low,edge,267,139,0,26,92,drop_low
late,11,3,2,low,edge,365,62,0,52,490,drop_low
late,13,2,0,low,corner,343,266,0,13,544,drop_low
mid,9,1,0,high,center,313,206,1,96,36,drop_low
late,15,1,1,mid,corner,77,81,0,55,282,stick_deadside
early,5,5,3,mid,corner,309,224,0,29,205,play_frontside
early,5,5,4,high,edge,199,26,1,18,173,take_height
early,3,2,0,mid,corner,137,219,0,2,290,stabilize_box
late,11,2,2,low,edge,359,134,0,27,418,drop_low
mid,9,2,2,mid,edge,348,26,1,50,288,drop_low
early,3,4,3,high,corner,28,160,0,42,102,take_height
mid,9,3,3,high,center,181,323,1,67,451,take_height
mid,10,2,1,low,edge,424,109,0,94,121,drop_low
early,2,4,4,mid,edge,71,38,0,10,57,play_frontside
late,11,3,3,mid,edge,408,72,0,9,107,drop_low
late,11,1,1,high,corner,422,207,0,3,239,stick_deadside
mid,6,3,2,low,center,76,113,1,86,413,look_for_refresh
late,15,3,2,mid,center,220,298,0,38,21,stabilize_box
mid,7,3,2,high,edge,351,84,0,75,585,take_height
late,12,1,0,mid,corner,184,81,0,70,533,stick_deadside
mid,10,2,2,mid,edge,349,198,0,69,416,drop_low
mid,10,1,0,low,corner,390,239,0,30,298,stick_deadside
early,5,4,3,low,edge,16,182,0,14,11,play_frontside
late,15,3,3,low,center,461,392,0,2,570,drop_low
mid,8,2,2,high,center,394,244,1,97,354,take_height
early,4,2,1,low,center,242,232,0,8,86,drop_low
early,1,2,1,mid,corner,208,63,0,74,225,drop_low
mid,10,2,2,mid,corner,31,279,0,85,194,stabilize_box
mid,10,4,3,low,corner,238,255,0,83,103,drop_low
mid,7,2,1,mid,corner,322,83,0,99,302,drop_low
late,15,3,1,mid,corner,359,135,0,18,48,drop_low
early,1,2,0,high,edge,134,34,1,71,293,drop_low
mid,10,4,3,mid,center,82,387,1,13,22,stabilize_box
early,4,4,2,mid,corner,195,289,0,46,175,play_frontside
late,14,1,0,low,edge,292,195,0,54,333,drop_low
late,12,2,1,high,center,47,152,0,12,17,take_height
mid,9,2,2,low,edge,257,72,0,40,396,drop_low
mid,8,3,3,high,center,480,220,1,88,76,take_height
mid,7,4,4,low,corner,393,129,1,82,203,drop_low
mid,10,2,2,high,center,85,252,0,38,233,take_height
late,12,3,1,mid,center,150,316,1,12,115,stabilize_box
mid,9,2,0,high,corner,106,195,0,67,96,drop_low
mid,7,4,3,low,corner,152,72,0,25,274,drop_low
mid,10,2,1,mid,corner,89,159,0,35,376,look_for_refresh
late,12,3,3,mid,corner,265,97,0,16,334,drop_low
mid,7,1,1,high,center,363,162,0,45,590,drop_low
early,3,4,3,low,center,466,392,0,13,349,play_frontside
mid,10,4,3,high,corner,499,223,0,24,499,take_height
late,13,2,2,high,center,484,324,1,76,176,take_height
early,4,2,0,low,center,313,236,0,2,363,drop_low
early,2,5,3,high,corner,24,174,0,90,45,take_height
